X,Y,track_fid,track_seg_id,track_seg_point_id,ele
138.944809,35.353043,0,0,386,463.1
138.944763,35.352913,0,0,387,462.5
138.944717,35.352791,0,0,388,461.9
138.944733,35.352665,0,0,389,461.3
138.944794,35.35252,0,0,390,460.6
138.944855,35.352375,0,0,391,460
138.94487,35.352249,0,0,392,459.6
138.944824,35.352104,0,0,393,459.4
138.944778,35.35199,0,0,394,459.1
138.944717,35.351879,0,0,395,458.9
138.944641,35.351749,0,0,396,458.6
138.94458,35.351639,0,0,397,458.2
138.944534,35.351498,0,0,398,457.5
138.944489,35.351356,0,0,399,456.6
138.944504,35.351231,0,0,400,455.8
138.944534,35.351105,0,0,401,455.1
138.944595,35.350983,0,0,402,454.6
138.944687,35.350845,0,0,403,454
138.944778,35.350708,0,0,404,453.7
138.944855,35.350567,0,0,405,453.4
138.944916,35.350433,0,0,406,453.4
138.944931,35.350319,0,0,407,453.4
138.944931,35.350201,0,0,408,453.4
138.9449,35.350124,0,0,409,453.3
138.944794,35.35014,0,0,410,453.5
138.944702,35.350159,0,0,411,453.7
138.944626,35.350178,0,0,412,453.9
138.944534,35.350193,0,0,413,454.1
138.944458,35.350208,0,0,414,454.3
138.944382,35.35022,0,0,415,454.5
138.94429,35.350239,0,0,416,454.8
138.944214,35.350254,0,0,417,455
138.944138,35.350265,0,0,418,455.2
138.944061,35.350281,0,0,419,455.4
138.943985,35.350296,0,0,420,455.5
138.943893,35.350311,0,0,421,455.7
138.943787,35.350327,0,0,422,455.9
138.943695,35.350346,0,0,423,456.1
138.943619,35.350357,0,0,424,456.2
138.943512,35.350376,0,0,425,456.3
138.943436,35.350391,0,0,426,456.4
138.943329,35.35041,0,0,427,456.5
138.943237,35.350426,0,0,428,456.7
138.94313,35.350445,0,0,429,456.8
138.943039,35.35046,0,0,430,457
138.942947,35.350479,0,0,431,457.1
138.942841,35.350498,0,0,432,457.3
138.942749,35.350513,0,0,433,457.5
138.942657,35.350532,0,0,434,457.6
138.942551,35.350552,0,0,435,457.8
138.942444,35.350571,0,0,436,458
138.942337,35.35059,0,0,437,458.3
138.94223,35.350609,0,0,438,458.5
138.942139,35.350624,0,0,439,458.8
138.942047,35.350639,0,0,440,459
138.94194,35.350658,0,0,441,459.3
138.941864,35.350674,0,0,442,459.5
138.941772,35.350693,0,0,443,459.7
138.941681,35.350708,0,0,444,460
138.941605,35.350719,0,0,445,460.2
138.941528,35.350738,0,0,446,460.4
138.941437,35.350761,0,0,447,460.6
138.941345,35.350788,0,0,448,460.8
138.941284,35.350811,0,0,449,461
138.941223,35.350834,0,0,450,461.1
138.941147,35.350864,0,0,451,461.3
138.941071,35.350899,0,0,452,461.5
138.940994,35.350933,0,0,453,461.7
138.940933,35.350967,0,0,454,461.9
138.940872,35.350998,0,0,455,462
138.940811,35.35104,0,0,456,462.2
138.940765,35.351074,0,0,457,462.3
138.940704,35.351112,0,0,458,462.5
138.940643,35.351154,0,0,459,462.7
138.940597,35.351192,0,0,460,462.9
138.940536,35.351234,0,0,461,463.1
138.940475,35.35128,0,0,462,463.3
138.94043,35.351318,0,0,463,463.4
138.940369,35.35136,0,0,464,463.6
138.940308,35.351402,0,0,465,463.8
138.940262,35.351433,0,0,466,464
138.940216,35.351471,0,0,467,464.2
